ID,Scope,Level 1,Level 2,Level 3,Level 4,Column Text,UOM,GHG/Unit,GHG Conversion Factor 2024
19_505_5131_15_1,Scope 3,Material use,Plastic,Plastics: average plastic rigid,,Closed-loop source,tonnes,kg CO2e,1906.70384
19_505_5132_15_1,Scope 3,Material use,Plastic,Plastics: HDPE (incl. forming),,Primary material production,tonnes,kg CO2e,3086.39038
19_505_5133_15_1,Scope 3,Material use,Plastic,Plastics: HDPE (incl. forming),,Re-used,tonnes,kg CO2e,
19_505_5134_15_1,Scope 3,Material use,Plastic,Plastics: HDPE (incl. forming),,Open-loop source,tonnes,kg CO2e,
19_505_5135_15_1,Scope 3,Material use,Plastic,Plastics: HDPE (incl. forming),,Closed-loop source,tonnes,kg CO2e,1761.80819
19_505_5136_15_1,Scope 3,Material use,Plastic,Plastics: LDPE and LLDPE (incl. forming),,Primary material production,tonnes,kg CO2e,2959.31834
19_505_5137_15_1,Scope 3,Material use,Plastic,Plastics: LDPE and LLDPE (incl. forming),,Re-used,tonnes,kg CO2e,
19_505_5138_15_1,Scope 3,Material use,Plastic,Plastics: LDPE and LLDPE (incl. forming),,Open-loop source,tonnes,kg CO2e,
19_505_5139_15_1,Scope 3,Material use,Plastic,Plastics: LDPE and LLDPE (incl. forming),,Closed-loop source,tonnes,kg CO2e,1088.91851
19_505_5140_15_1,Scope 3,Material use,Plastic,Plastics: PET (incl. forming),,Primary material production,tonnes,kg CO2e,3854.91851
19_505_5141_15_1,Scope 3,Material use,Plastic,Plastics: PET (incl. forming),,Re-used,tonnes,kg CO2e,
19_505_5142_15_1,Scope 3,Material use,Plastic,Plastics: PET (incl. forming),,Open-loop source,tonnes,kg CO2e,
19_505_5143_15_1,Scope 3,Material use,Plastic,Plastics: PET (incl. forming),,Closed-loop source,tonnes,kg CO2e,2204.91851
19_505_5144_15_1,Scope 3,Material use,Plastic,Plastics: PP (incl. forming),,Primary material production,tonnes,kg CO2e,2568.58892
19_505_5145_15_1,Scope 3,Material use,Plastic,Plastics: PP (incl. forming),,Re-used,tonnes,kg CO2e,
19_505_5146_15_1,Scope 3,Material use,Plastic,Plastics: PP (incl. forming),,Open-loop source,tonnes,kg CO2e,
19_505_5147_15_1,Scope 3,Material use,Plastic,Plastics: PP (incl. forming),,Closed-loop source,tonnes,kg CO2e,1303.58892
19_505_5148_15_1,Scope 3,Material use,Plastic,Plastics: PS (incl. forming),,Primary material production,tonnes,kg CO2e,4367.44048
19_505_5149_15_1,Scope 3,Material use,Plastic,Plastics: PS (incl. forming),,Re-used,tonnes,kg CO2e,
19_505_5150_15_1,Scope 3,Material use,Plastic,Plastics: PS (incl. forming),,Open-loop source,tonnes,kg CO2e,
19_505_5151_15_1,Scope 3,Material use,Plastic,Plastics: PS (incl. forming),,Closed-loop source,tonnes,kg CO2e,2660.39912
19_505_5152_15_1,Scope 3,Material use,Plastic,Plastics: PVC (incl. forming),,Primary material production,tonnes,kg CO2e,2935.77335
19_505_5153_15_1,Scope 3,Material use,Plastic,Plastics: PVC (incl. forming),,Re-used,tonnes,kg CO2e,
19_505_5154_15_1,Scope 3,Material use,Plastic,Plastics: PVC (incl. forming),,Open-loop source,tonnes,kg CO2e,
19_505_5155_15_1,Scope 3,Material use,Plastic,Plastics: PVC (incl. forming),,Closed-loop source,tonnes,kg CO2e,1838.83987
19_506_5156_15_1,Scope 3,Material use,Paper,Paper and board: board,,Primary material production,tonnes,kg CO2e,1193.96586
19_506_5157_15_1,Scope 3,Material use,Paper,Paper and board: board,,Re-used,tonnes,kg CO2e,
19_506_5158_15_1,Scope 3,Material use,Paper,Paper and board: board,,Open-loop source,tonnes,kg CO2e,
19_506_5159_15_1,Scope 3,Material use,Paper,Paper and board: board,,Closed-loop source,tonnes,kg CO2e,1092.35486
19_506_5160_15_1,Scope 3,Material use,Paper,Paper and board: mixed,,Primary material production,tonnes,kg CO2e,1282.74402
19_506_5161_15_1,Scope 3,Material use,Paper,Paper and board: mixed,,Re-used,tonnes,kg CO2e,
19_506_5162_15_1,Scope 3,Material use,Paper,Paper and board: mixed,,Open-loop source,tonnes,kg CO2e,
19_506_5163_15_1,Scope 3,Material use,Paper,Paper and board: mixed,,Closed-loop source,tonnes,kg CO2e,1063.01519
19_506_5164_15_1,Scope 3,Material use,Paper,Paper and board: paper,,Primary material production,tonnes,kg CO2e,1339.31834
19_506_5165_15_1,Scope 3,Material use,Paper,Paper and board: paper,,Re-used,tonnes,kg CO2e,
19_506_5166_15_1,Scope 3,Material use,Paper,Paper and board: paper,,Open-loop source,tonnes,kg CO2e,
19_506_5167_15_1,Scope 3,Material use,Paper,Paper and board: paper,,Closed-loop source,tonnes,kg CO2e,1044.31834
