ID,Scope,Level 1,Level 2,Level 3,Level 4,Column Text,UOM,GHG/Unit,GHG Conversion Factor 2024
27_304_3112_14_2,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,Average laden,tonne.km,kg CO2e of CO2 per unit,0.49997
27_304_3112_14_3,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,Average laden,tonne.km,kg CO2e of CH4 per unit,0.00011
27_304_3112_14_4,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,Average laden,tonne.km,kg CO2e of N2O per unit,0.00538
27_304_3109_4_1,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,0% Laden,km,kg CO2e,0.45380
27_304_3109_4_2,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,0% Laden,km,kg CO2e of CO2 per unit,0.44837
27_304_3109_4_3,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,0% Laden,km,kg CO2e of CH4 per unit,0.00011
27_304_3109_4_4,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,0% Laden,km,kg CO2e of N2O per unit,0.00532
27_304_3110_4_1,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,50% Laden,km,kg CO2e,0.49279
27_304_3110_4_2,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,50% Laden,km,kg CO2e of CO2 per unit,0.48736
27_304_3110_4_3,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,50% Laden,km,kg CO2e of CH4 per unit,0.00011
27_304_3110_4_4,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,50% Laden,km,kg CO2e of N2O per unit,0.00532
27_304_3111_4_1,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,100% Laden,km,kg CO2e,0.53178
27_304_3111_4_2,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,100% Laden,km,kg CO2e of CO2 per unit,0.52635
27_304_3111_4_3,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,100% Laden,km,kg CO2e of CH4 per unit,0.00011
27_304_3111_4_4,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,100% Laden,km,kg CO2e of N2O per unit,0.00532
27_304_3112_4_1,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,Average laden,km,kg CO2e,0.48733
27_304_3112_4_2,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,Average laden,km,kg CO2e of CO2 per unit,0.48190
27_304_3112_4_3,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,Average laden,km,kg CO2e of CH4 per unit,0.00011
27_304_3112_4_4,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,Average laden,km,kg CO2e of N2O per unit,0.00532
27_304_3109_9_1,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,0% Laden,miles,kg CO2e,0.73031
27_304_3109_9_2,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,0% Laden,miles,kg CO2e of CO2 per unit,0.72158
27_304_3109_9_3,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,0% Laden,miles,kg CO2e of CH4 per unit,0.00018
27_304_3109_9_4,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,0% Laden,miles,kg CO2e of N2O per unit,0.00855
27_304_3110_9_1,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,50% Laden,miles,kg CO2e,0.79306
27_304_3110_9_2,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,50% Laden,miles,kg CO2e of CO2 per unit,0.78433
27_304_3110_9_3,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,50% Laden,miles,kg CO2e of CH4 per unit,0.00018
27_304_3110_9_4,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,50% Laden,miles,kg CO2e of N2O per unit,0.00855
27_304_3111_9_1,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,100% Laden,miles,kg CO2e,0.85580
27_304_3111_9_2,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,100% Laden,miles,kg CO2e of CO2 per unit,0.84707
27_304_3111_9_3,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,100% Laden,miles,kg CO2e of CH4 per unit,0.00018
27_304_3111_9_4,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,100% Laden,miles,kg CO2e of N2O per unit,0.00855
27_304_3112_9_1,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,Average laden,miles,kg CO2e,0.78427
27_304_3112_9_2,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,Average laden,miles,kg CO2e of CO2 per unit,0.77554
27_304_3112_9_3,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,Average laden,miles,kg CO2e of CH4 per unit,0.00018
27_304_3112_9_4,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>3.5 - 7.5 tonnes),,Average laden,miles,kg CO2e of N2O per unit,0.00855
27_304_3113_14_1,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,0% Laden,tonne.km,kg CO2e,
27_304_3113_14_2,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,0% Laden,tonne.km,kg CO2e of CO2 per unit,
27_304_3113_14_3,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,0% Laden,tonne.km,kg CO2e of CH4 per unit,
27_304_3113_14_4,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,0% Laden,tonne.km,kg CO2e of N2O per unit,
27_304_3114_14_1,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,50% Laden,tonne.km,kg CO2e,0.26206
27_304_3114_14_2,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,50% Laden,tonne.km,kg CO2e of CO2 per unit,0.25945
27_304_3114_14_3,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,50% Laden,tonne.km,kg CO2e of CH4 per unit,0.00006
27_304_3114_14_4,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,50% Laden,tonne.km,kg CO2e of N2O per unit,0.00255
27_304_3115_14_1,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,100% Laden,tonne.km,kg CO2e,0.14724
27_304_3115_14_2,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,100% Laden,tonne.km,kg CO2e of CO2 per unit,0.14594
27_304_3115_14_3,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,100% Laden,tonne.km,kg CO2e of CH4 per unit,0.00002
27_304_3115_14_4,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,100% Laden,tonne.km,kg CO2e of N2O per unit,0.00128
27_304_3116_14_1,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,Average laden,tonne.km,kg CO2e,0.38023
27_304_3116_14_2,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,Average laden,tonne.km,kg CO2e of CO2 per unit,0.37640
27_304_3116_14_3,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,Average laden,tonne.km,kg CO2e of CH4 per unit,0.00008
27_304_3116_14_4,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,Average laden,tonne.km,kg CO2e of N2O per unit,0.00375
27_304_3113_4_1,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,0% Laden,km,kg CO2e,0.54426
27_304_3113_4_2,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,0% Laden,km,kg CO2e of CO2 per unit,0.53765
27_304_3113_4_3,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,0% Laden,km,kg CO2e of CH4 per unit,0.00013
27_304_3113_4_4,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,0% Laden,km,kg CO2e of N2O per unit,0.00648
27_304_3114_4_1,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,50% Laden,km,kg CO2e,0.62106
27_304_3114_4_2,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,50% Laden,km,kg CO2e of CO2 per unit,0.61445
27_304_3114_4_3,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,50% Laden,km,kg CO2e of CH4 per unit,0.00013
27_304_3114_4_4,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,50% Laden,km,kg CO2e of N2O per unit,0.00648
27_304_3115_4_1,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,100% Laden,km,kg CO2e,0.69787
27_304_3115_4_2,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,100% Laden,km,kg CO2e of CO2 per unit,0.69126
27_304_3115_4_3,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,100% Laden,km,kg CO2e of CH4 per unit,0.00013
27_304_3115_4_4,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,100% Laden,km,kg CO2e of N2O per unit,0.00648
27_304_3116_4_1,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,Average laden,km,kg CO2e,0.59495
27_304_3116_4_2,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,Average laden,km,kg CO2e of CO2 per unit,0.58834
27_304_3116_4_3,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,Average laden,km,kg CO2e of CH4 per unit,0.00013
27_304_3116_4_4,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,Average laden,km,kg CO2e of N2O per unit,0.00648
27_304_3113_9_1,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,0% Laden,miles,kg CO2e,0.87591
27_304_3113_9_2,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,0% Laden,miles,kg CO2e of CO2 per unit,0.86526
27_304_3113_9_3,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,0% Laden,miles,kg CO2e of CH4 per unit,0.00022
27_304_3113_9_4,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,0% Laden,miles,kg CO2e of N2O per unit,0.01043
27_304_3114_9_1,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,50% Laden,miles,kg CO2e,0.99952
27_304_3114_9_2,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,50% Laden,miles,kg CO2e of CO2 per unit,0.98887
27_304_3114_9_3,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,50% Laden,miles,kg CO2e of CH4 per unit,0.00022
27_304_3114_9_4,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,50% Laden,miles,kg CO2e of N2O per unit,0.01043
27_304_3115_9_1,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,100% Laden,miles,kg CO2e,1.12313
27_304_3115_9_2,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,100% Laden,miles,kg CO2e of CO2 per unit,1.11248
27_304_3115_9_3,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,100% Laden,miles,kg CO2e of CH4 per unit,0.00022
27_304_3115_9_4,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,100% Laden,miles,kg CO2e of N2O per unit,0.01043
27_304_3116_9_1,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,Average laden,miles,kg CO2e,0.95749
27_304_3116_9_2,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,Average laden,miles,kg CO2e of CO2 per unit,0.94684
27_304_3116_9_3,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,Average laden,miles,kg CO2e of CH4 per unit,0.00022
27_304_3116_9_4,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>7.5 tonnes-17 tonnes),,Average laden,miles,kg CO2e of N2O per unit,0.01043
27_304_3117_14_1,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>17 tonnes),,0% Laden,tonne.km,kg CO2e,
27_304_3117_14_2,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>17 tonnes),,0% Laden,tonne.km,kg CO2e of CO2 per unit,
27_304_3117_14_3,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>17 tonnes),,0% Laden,tonne.km,kg CO2e of CH4 per unit,
27_304_3117_14_4,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>17 tonnes),,0% Laden,tonne.km,kg CO2e of N2O per unit,
27_304_3118_14_1,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>17 tonnes),,50% Laden,tonne.km,kg CO2e,0.20077
27_304_3118_14_2,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>17 tonnes),,50% Laden,tonne.km,kg CO2e of CO2 per unit,0.19841
27_304_3118_14_3,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>17 tonnes),,50% Laden,tonne.km,kg CO2e of CH4 per unit,0.00004
27_304_3118_14_4,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>17 tonnes),,50% Laden,tonne.km,kg CO2e of N2O per unit,0.00232
27_304_3119_14_1,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>17 tonnes),,100% Laden,tonne.km,kg CO2e,0.11824
27_304_3119_14_2,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>17 tonnes),,100% Laden,tonne.km,kg CO2e of CO2 per unit,0.11706
27_304_3119_14_3,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>17 tonnes),,100% Laden,tonne.km,kg CO2e of CH4 per unit,0.00002
27_304_3119_14_4,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>17 tonnes),,100% Laden,tonne.km,kg CO2e of N2O per unit,0.00116
27_304_3120_14_1,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>17 tonnes),,Average laden,tonne.km,kg CO2e,0.15398
27_304_3120_14_2,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>17 tonnes),,Average laden,tonne.km,kg CO2e of CO2 per unit,0.15193
27_304_3120_14_3,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>17 tonnes),,Average laden,tonne.km,kg CO2e of CH4 per unit,0.00004
27_304_3120_14_4,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>17 tonnes),,Average laden,tonne.km,kg CO2e of N2O per unit,0.00201
27_304_3117_4_1,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>17 tonnes),,0% Laden,km,kg CO2e,0.74987
27_304_3117_4_2,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>17 tonnes),,0% Laden,km,kg CO2e of CO2 per unit,0.73906
27_304_3117_4_3,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>17 tonnes),,0% Laden,km,kg CO2e of CH4 per unit,0.00022
27_304_3117_4_4,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>17 tonnes),,0% Laden,km,kg CO2e of N2O per unit,0.01059
27_304_3118_4_1,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>17 tonnes),,50% Laden,km,kg CO2e,0.91210
27_304_3118_4_2,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>17 tonnes),,50% Laden,km,kg CO2e of CO2 per unit,0.90129
27_304_3118_4_3,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>17 tonnes),,50% Laden,km,kg CO2e of CH4 per unit,0.00022
27_304_3118_4_4,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>17 tonnes),,50% Laden,km,kg CO2e of N2O per unit,0.01059
27_304_3119_4_1,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>17 tonnes),,100% Laden,km,kg CO2e,1.07433
27_304_3119_4_2,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>17 tonnes),,100% Laden,km,kg CO2e of CO2 per unit,1.06352
27_304_3119_4_3,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>17 tonnes),,100% Laden,km,kg CO2e of CH4 per unit,0.00022
27_304_3119_4_4,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>17 tonnes),,100% Laden,km,kg CO2e of N2O per unit,0.01059
27_304_3120_4_1,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>17 tonnes),,Average laden,km,kg CO2e,0.97698
27_304_3120_4_2,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>17 tonnes),,Average laden,km,kg CO2e of CO2 per unit,0.96617
27_304_3120_4_3,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>17 tonnes),,Average laden,km,kg CO2e of CH4 per unit,0.00022
27_304_3120_4_4,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>17 tonnes),,Average laden,km,kg CO2e of N2O per unit,0.01059
27_304_3117_9_1,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>17 tonnes),,0% Laden,miles,kg CO2e,1.20681
27_304_3117_9_2,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>17 tonnes),,0% Laden,miles,kg CO2e of CO2 per unit,1.18940
27_304_3117_9_3,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>17 tonnes),,0% Laden,miles,kg CO2e of CH4 per unit,0.00037
27_304_3117_9_4,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>17 tonnes),,0% Laden,miles,kg CO2e of N2O per unit,0.01704
27_304_3118_9_1,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>17 tonnes),,50% Laden,miles,kg CO2e,1.46790
27_304_3118_9_2,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>17 tonnes),,50% Laden,miles,kg CO2e of CO2 per unit,1.45049
27_304_3118_9_3,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>17 tonnes),,50% Laden,miles,kg CO2e of CH4 per unit,0.00037
27_304_3118_9_4,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>17 tonnes),,50% Laden,miles,kg CO2e of N2O per unit,0.01704
27_304_3119_9_1,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>17 tonnes),,100% Laden,miles,kg CO2e,1.72898
27_304_3119_9_2,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>17 tonnes),,100% Laden,miles,kg CO2e of CO2 per unit,1.71157
27_304_3119_9_3,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>17 tonnes),,100% Laden,miles,kg CO2e of CH4 per unit,0.00037
27_304_3119_9_4,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>17 tonnes),,100% Laden,miles,kg CO2e of N2O per unit,0.01704
27_304_3120_9_1,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>17 tonnes),,Average laden,miles,kg CO2e,1.57231
27_304_3120_9_2,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>17 tonnes),,Average laden,miles,kg CO2e of CO2 per unit,1.55490
27_304_3120_9_3,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>17 tonnes),,Average laden,miles,kg CO2e of CH4 per unit,0.00037
27_304_3120_9_4,Scope 3,Delivery Vehicles,HGV (all diesel),Rigid (>17 tonnes),,Average laden,miles,kg CO2e of N2O per unit,0.01704
27_304_3121_14_1,Scope 3,Delivery Vehicles,HGV (all diesel),All rigids,,0% Laden,tonne.km,kg CO2e,
27_304_3121_14_2,Scope 3,Delivery Vehicles,HGV (all diesel),All rigids,,0% Laden,tonne.km,kg CO2e of CO2 per unit,
27_304_3121_14_3,Scope 3,Delivery Vehicles,HGV (all diesel),All rigids,,0% Laden,tonne.km,kg CO2e of CH4 per unit,
27_304_3121_14_4,Scope 3,Delivery Vehicles,HGV (all diesel),All rigids,,0% Laden,tonne.km,kg CO2e of N2O per unit,
27_304_3122_14_1,Scope 3,Delivery Vehicles,HGV (all diesel),All rigids,,50% Laden,tonne.km,kg CO2e,0.21412
27_304_3122_14_2,Scope 3,Delivery Vehicles,HGV (all diesel),All rigids,,50% Laden,tonne.km,kg CO2e of CO2 per unit,0.21157
27_304_3122_14_3,Scope 3,Delivery Vehicles,HGV (all diesel),All rigids,,50% Laden,tonne.km,kg CO2e of CH4 per unit,0.00006
27_304_3122_14_4,Scope 3,Delivery Vehicles,HGV (all diesel),All rigids,,50% Laden,tonne.km,kg CO2e of N2O per unit,0.00249
27_304_3123_14_1,Scope 3,Delivery Vehicles,HGV (all diesel),All rigids,,100% Laden,tonne.km,kg CO2e,0.12482
27_304_3123_14_2,Scope 3,Delivery Vehicles,HGV (all diesel),All rigids,,100% Laden,tonne.km,kg CO2e of CO2 per unit,0.12356
27_304_3123_14_3,Scope 3,Delivery Vehicles,HGV (all diesel),All rigids,,100% Laden,tonne.km,kg CO2e of CH4 per unit,0.00002
27_304_3123_14_4,Scope 3,Delivery Vehicles,HGV (all diesel),All rigids,,100% Laden,tonne.km,kg CO2e of N2O per unit,0.00124
27_304_3124_14_1,Scope 3,Delivery Vehicles,HGV (all diesel),All rigids,,Average laden,tonne.km,kg CO2e,0.17853
27_304_3124_14_2,Scope 3,Delivery Vehicles,HGV (all diesel),All rigids,,Average laden,tonne.km,kg CO2e of CO2 per unit,0.17620
27_304_3124_14_3,Scope 3,Delivery Vehicles,HGV (all diesel),All rigids,,Average laden,tonne.km,kg CO2e of CH4 per unit,0.00004
27_304_3124_14_4,Scope 3,Delivery Vehicles,HGV (all diesel),All rigids,,Average laden,tonne.km,kg CO2e of N2O per unit,0.00229
27_304_3121_4_1,Scope 3,Delivery Vehicles,HGV (all diesel),All rigids,,0% Laden,km,kg CO2e,0.66163
27_304_3121_4_2,Scope 3,Delivery Vehicles,HGV (all diesel),All rigids,,0% Laden,km,kg CO2e of CO2 per unit,0.65256
27_304_3121_4_3,Scope 3,Delivery Vehicles,HGV (all diesel),All rigids,,0% Laden,km,kg CO2e of CH4 per unit,0.00019
27_304_3121_4_4,Scope 3,Delivery Vehicles,HGV (all diesel),All rigids,,0% Laden,km,kg CO2e of N2O per unit,0.00888
27_304_3122_4_1,Scope 3,Delivery Vehicles,HGV (all diesel),All rigids,,50% Laden,km,kg CO2e,0.78719
27_304_3122_4_2,Scope 3,Delivery Vehicles,HGV (all diesel),All rigids,,50% Laden,km,kg CO2e of CO2 per unit,0.77812
27_304_3122_4_3,Scope 3,Delivery Vehicles,HGV (all diesel),All rigids,,50% Laden,km,kg CO2e of CH4 per unit,0.00019
27_304_3122_4_4,Scope 3,Delivery Vehicles,HGV (all diesel),All rigids,,50% Laden,km,kg CO2e of N2O per unit,0.00888
27_304_3123_4_1,Scope 3,Delivery Vehicles,HGV (all diesel),All rigids,,100% Laden,km,kg CO2e,0.91274
27_304_3123_4_2,Scope 3,Delivery Vehicles,HGV (all diesel),All rigids,,100% Laden,km,kg CO2e of CO2 per unit,0.90367
27_304_3123_4_3,Scope 3,Delivery Vehicles,HGV (all diesel),All rigids,,100% Laden,km,kg CO2e of CH4 per unit,0.00019
27_304_3123_4_4,Scope 3,Delivery Vehicles,HGV (all diesel),All rigids,,100% Laden,km,kg CO2e of N2O per unit,0.00888
27_304_3124_4_1,Scope 3,Delivery Vehicles,HGV (all diesel),All rigids,,Average laden,km,kg CO2e,0.82657
27_304_3124_4_2,Scope 3,Delivery Vehicles,HGV (all diesel),All rigids,,Average laden,km,kg CO2e of CO2 per unit,0.81750
27_304_3124_4_3,Scope 3,Delivery Vehicles,HGV (all diesel),All rigids,,Average laden,km,kg CO2e of CH4 per unit,0.00019
27_304_3124_4_4,Scope 3,Delivery Vehicles,HGV (all diesel),All rigids,,Average laden,km,kg CO2e of N2O per unit,0.00888
27_304_3121_9_1,Scope 3,Delivery Vehicles,HGV (all diesel),All rigids,,0% Laden,miles,kg CO2e,1.06479
27_304_3121_9_2,Scope 3,Delivery Vehicles,HGV (all diesel),All rigids,,0% Laden,miles,kg CO2e of CO2 per unit,1.05020
27_304_3121_9_3,Scope 3,Delivery Vehicles,HGV (all diesel),All rigids,,0% Laden,miles,kg CO2e of CH4 per unit,0.00030
27_304_3121_9_4,Scope 3,Delivery Vehicles,HGV (all diesel),All rigids,,0% Laden,miles,kg CO2e of N2O per unit,0.01429
27_304_3122_9_1,Scope 3,Delivery Vehicles,HGV (all diesel),All rigids,,50% Laden,miles,kg CO2e,1.26685
27_304_3122_9_2,Scope 3,Delivery Vehicles,HGV (all diesel),All rigids,,50% Laden,miles,kg CO2e of CO2 per unit,1.25226
27_304_3122_9_3,Scope 3,Delivery Vehicles,HGV (all diesel),All rigids,,50% Laden,miles,kg CO2e of CH4 per unit,0.00030
27_304_3122_9_4,Scope 3,Delivery Vehicles,HGV (all diesel),All rigids,,50% Laden,miles,kg CO2e of N2O per unit,0.01429
27_304_3123_9_1,Scope 3,Delivery Vehicles,HGV (all diesel),All rigids,,100% Laden,miles,kg CO2e,1.46891
27_304_3123_9_2,Scope 3,Delivery Vehicles,HGV (all diesel),All rigids,,100% Laden,miles,kg CO2e of CO2 per unit,1.45432
27_304_3123_9_3,Scope 3,Delivery Vehicles,HGV (all diesel),All rigids,,100% Laden,miles,kg CO2e of CH4 per unit,0.00030
27_304_3123_9_4,Scope 3,Delivery Vehicles,HGV (all diesel),All rigids,,100% Laden,miles,kg CO2e of N2O per unit,0.01429
27_304_3124_9_1,Scope 3,Delivery Vehicles,HGV (all diesel),All rigids,,Average laden,miles,kg CO2e,1.33023
27_304_3124_9_2,Scope 3,Delivery Vehicles,HGV (all diesel),All rigids,,Average laden,miles,kg CO2e of CO2 per unit,1.31564
